season,week,gameday,home_team,away_team,game_id,home_ml,away_ml,home_prob,away_prob,home_prob_raw,away_prob_raw,home_field,home_rest_days,away_rest_days,home_travel_miles,away_travel_miles,home_prob_model,away_prob_model,home_kelly_5pct,away_kelly_5pct
2025,10,2025-11-09,SEA,ARI,2025_10_ARI_SEA,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,10,2025-11-09,SF,LAR,2025_10_LA_SF,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,10,2025-11-09,TB,NE,2025_10_NE_TB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,10,2025-11-09,WAS,DET,2025_10_DET_WAS,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,10,2025-11-10,GB,PHI,2025_10_PHI_GB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-13,NE,NYJ,2025_11_NYJ_NE,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,ARI,SF,2025_11_SF_ARI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,ATL,CAR,2025_11_CAR_ATL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,BUF,TB,2025_11_TB_BUF,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,CLE,BAL,2025_11_BAL_CLE,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,DEN,KC,2025_11_KC_DEN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,JAX,LAC,2025_11_LAC_JAX,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,LAR,SEA,2025_11_SEA_LA,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,MIA,WAS,2025_11_WAS_MIA,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,MIN,CHI,2025_11_CHI_MIN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,NYG,GB,2025_11_GB_NYG,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,PHI,DET,2025_11_DET_PHI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,PIT,CIN,2025_11_CIN_PIT,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-16,TEN,HOU,2025_11_HOU_TEN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,11,2025-11-17,LV,DAL,2025_11_DAL_LV,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-20,HOU,BUF,2025_12_BUF_HOU,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,ARI,JAX,2025_12_JAX_ARI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,BAL,NYJ,2025_12_NYJ_BAL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,CHI,PIT,2025_12_PIT_CHI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
